step_share,step_over_gap,step_pos,n_steps_big,md5,variant,endpoint,seed,two_sided,foreign,cls,DR_med,M,prompt,grid,sided
0.036064207553863525,0.2630085349082947,0.8472222222222222,26,e2bd7fd17104569bbc7ed4eedea711f5,07_effect_v3ed81__dai,humanvid_7150191,42,False,True,REAL,0.2661642134189605,0.379746835443038,effect,v3ed81,one
0.02122884802520275,0.40991872549057007,0.625,65,6c6dc5c0264ba43ed2c67cf2f7f4fbb1,07_effect_v3ed81__dai,humanvid_7150191,43,False,True,REAL,0.6008813381195068,0.1392405063291139,effect,v3ed81,one
0.05039884150028229,0.10934589058160782,0.6388888888888888,9,c4ed36df6dafdcadc2bccb0bf646cd5d,07_effect_v3ed81__dai,humanvid_7150191,42,False,True,REAL,0.1694529801607132,0.2151898734177215,effect,v3ed81,one
0.06349912285804749,0.17818871140480042,0.2361111111111111,9,e6a8fdefa73a1c16ee1864b3ebadc088,07_effect_v3ed81__dai,humanvid_7150191,43,False,True,CUT,0.1072075217962265,0.050632911392405,effect,v3ed81,one
0.031219549477100372,0.12103357911109924,0.125,39,58157c652e23b7e03af4f47efdfa17a5,07_effect_v3ed81__dai,humanvid_7171022,42,False,True,REAL,0.2539177238941192,0.2658227848101265,effect,v3ed81,one
0.04520339146256447,0.17993833124637604,0.05555555555555555,8,879c3e973084cf2684ee5e4cb254dae1,07_effect_v3ed81__dai,humanvid_7171022,43,False,True,CUT,0.0648389235138893,0.1392405063291139,effect,v3ed81,one
0.13247784972190857,0.5383374691009521,0.5,5,b7a0a2ec16b42d310b2d38d7a359dd9b,07_effect_v3ed81__dai,humanvid_7171022,42,False,True,CUT,0.0294473636895418,0.0253164556962025,effect,v3ed81,one
0.028039390221238136,0.2352510392665863,0.06944444444444445,39,e58563881652077cf80b1dedb148c384,07_effect_v3ed81__dai,humanvid_7171022,43,False,True,REAL,0.2422155737876892,0.240506329113924,effect,v3ed81,one
0.02808128111064434,0.08684740960597992,0.013888888888888888,29,e973cf465f8ba45f427665d9b57200c3,07_effect_v3ed81__dai,humanvid_6944277,42,False,True,REAL,0.1494121700525283,0.240506329113924,effect,v3ed81,one
0.025152185931801796,0.07821919023990631,0.1111111111111111,35,78ad3ec6fdbe39d11e1c00ad324a176a,07_effect_v3ed81__dai,humanvid_6944277,43,False,True,REAL,0.2023277133703231,0.2151898734177215,effect,v3ed81,one
0.32386115193367004,0.9570702910423279,0.25,1,6ca9c251b873507e3f46d4463d99051e,07_effect_v3ed81__dai,humanvid_6944277,42,False,True,CUT,0.114723689854145,0.0,effect,v3ed81,one
0.03483887389302254,0.24124875664710999,0.09722222222222222,15,4032562b99ed029501288b5085a011f7,07_effect_v3ed81__dai,humanvid_6944277,43,False,True,REAL,0.3165374100208282,0.2278481012658227,effect,v3ed81,one
0.03838218376040459,0.2720142602920532,0.8611111111111112,21,4a4789f4c3aaada3f10065d17f6f386d,07_effect_v3ed81__dai,humanvid_7218892,42,False,True,REAL,0.2487585693597793,0.2025316455696202,effect,v3ed81,one
0.03692084923386574,0.22258712351322174,0.3333333333333333,28,b855e2bb0da919cb464a1422e0718e61,07_effect_v3ed81__dai,humanvid_7218892,43,False,True,REAL,0.2047512084245681,0.2151898734177215,effect,v3ed81,one
0.06643930822610855,0.6849690675735474,0.3472222222222222,8,0629f2502f8bbc433be9457ba6437ddb,07_effect_v3ed81__dai,humanvid_7218892,42,False,True,REAL,0.350302517414093,0.0632911392405063,effect,v3ed81,one
0.06507683545351028,0.7569518089294434,0.8194444444444444,4,37e0313e355412ad7df9a7b1efafb04e,07_effect_v3ed81__dai,humanvid_7218892,43,False,True,REAL,0.7535589337348938,0.430379746835443,effect,v3ed81,one
0.03901681676506996,0.4996095299720764,0.4027777777777778,26,773a6bc2080e877168b30fbc5fcba421,07_effect_v3ed81__dai,humanvid_7301433,42,False,True,REAL,0.4001765847206116,0.1518987341772152,effect,v3ed81,one
