group,endpoint,seed,abrupt,cls,gap,transit_frames,jump3,jump1,fracA,fracB,fracElse
both/effect,hero_flight_5,43,False,REAL,80.5323715209961,33,0.2976086735725403,0.1816452145576477,0.028846153846153848,0.27884615384615385,0.6923076923076923
both/effect,hero_flight_1,42,False,REAL,88.36711883544922,73,0.12373312562704086,0.05259651690721512,0.038461538461538464,0.0,0.9615384615384616
both/effect,hero_flight_1,43,False,REAL,88.31926727294922,65,0.22580906748771667,0.11356934159994125,0.019230769230769232,0.019230769230769232,0.9615384615384615
both/effect,earth_wave_3,42,False,REAL,83.24076080322266,19,0.3301752805709839,0.1283245086669922,0.07692307692307693,0.25961538461538464,0.6634615384615385
both/effect,earth_wave_3,43,False,REAL,83.00721740722656,11,0.2693291902542114,0.11116921901702881,0.0673076923076923,0.18269230769230768,0.75
both/effect,air_bending_1,42,False,REAL,67.56620788574219,45,0.2178545743227005,0.12314021587371826,0.038461538461538464,0.4519230769230769,0.5096153846153846
both/effect,air_bending_1,43,False,REAL,67.53155517578125,52,0.20418712496757507,0.12774240970611572,0.17307692307692307,0.3173076923076923,0.5096153846153846
both/effect,hero_flight_6,42,False,REAL,79.70121765136719,38,0.2736738920211792,0.11240296810865402,0.009615384615384616,0.009615384615384616,0.9807692307692308
both/effect,hero_flight_6,43,False,REAL,79.5810317993164,12,0.2630462050437927,0.16747111082077026,0.009615384615384616,0.009615384615384616,0.9807692307692308
both/effect,shadow_smoke_7,42,False,REAL,93.9837417602539,16,0.193634033203125,0.0722234845161438,0.07692307692307693,0.23076923076923078,0.6923076923076923
both/effect,shadow_smoke_7,43,False,REAL,94.01202392578125,9,0.3269430100917816,0.1606890857219696,0.09615384615384616,0.3173076923076923,0.5865384615384616
both/effect,hero_flight_5,42,False,REAL,80.38985443115234,56,0.07070446014404297,0.02436208724975586,0.14423076923076922,0.2692307692307692,0.5865384615384617
both/effect,hero_flight_5,43,False,REAL,80.2484130859375,60,0.10439436137676239,0.03537600114941597,0.038461538461538464,0.28846153846153844,0.6730769230769231
both/effect,hero_flight_6,42,False,REAL,79.65625762939453,37,0.2846706509590149,0.1166900098323822,0.009615384615384616,0.0,0.9903846153846154
both/effect,hero_flight_6,43,False,REAL,79.41641235351562,11,0.4413205683231354,0.17304295301437378,0.0673076923076923,0.0,0.9326923076923077
both/effect,earth_wave_3,42,False,REAL,83.25434112548828,54,0.14119619131088257,0.07930156588554382,0.09615384615384616,0.27884615384615385,0.625
both/effect,earth_wave_3,43,False,REAL,83.00165557861328,56,0.21691271662712097,0.10869979113340378,0.019230769230769232,0.15384615384615385,0.8269230769230769
both/effect,giant_grab_3,42,False,REAL,40.87196350097656,2,0.925427258014679,0.5037304162979126,0.0,0.0,1.0
both/effect,giant_grab_3,43,False,REAL,40.299766540527344,7,0.6385148167610168,0.3593999743461609,0.0,0.0,1.0
