group,clip_id,gini_dino,step_dino,lerp_dino,gini_pix,step_pix
S-GRID:NULLGEN,null_v2__raven_transition_2__s43,0.6882505779875447,0.1301033547040893,0.33954412880322093,0.7988235374308876,0.11485950799010897
S-GRID:NULLGEN,null_v2__air_bending_1__s42,0.8822008903039933,0.12650570346783196,0.2355808294796426,0.9256568297983763,0.10313270924756612
S-GRID:NULLGEN,null_v2__air_bending_1__s43,0.8065495011594173,0.09656459861356557,0.24879187311769607,0.9000289870587448,0.06929435557328695
S-GRID:NULLGEN,null_v2__giant_grab_3__s42,0.6854102563040148,0.308932709497415,0.15717136449581506,0.6453780885586105,0.2426417991050223
S-GRID:NULLGEN,null_v2__giant_grab_3__s43,0.7793298850409573,0.12555091280504074,0.2039862995796037,0.8450166123215122,0.09338357722951636
S-GRID:NULLGEN,null_v2__water_bending_3__s42,0.6948656275674732,0.10012674348074907,0.2073350340605495,0.8097887060966342,0.11423964084017066
S-GRID:NULLGEN,null_v2__water_bending_3__s43,0.7173625360511084,0.16024932386621316,0.23114420426834545,0.8930416157228525,0.0601303353143631
S-GRID:NULLGEN,null_v2__firelava_4__s42,0.6967455101319626,0.1408475181416138,0.21301452521401043,0.8230721075792291,0.10912351960070135
S-GRID:NULLGEN,null_v2__firelava_4__s43,0.6941114730291069,0.15022440975654933,0.16869052295039316,0.8378381399265018,0.08526290319237236
S-GRID:NULLGEN,null_v2__flying_cam_transition_4__s42,0.7811850668746567,0.10424106444296129,0.2209952114710888,0.8141416461575155,0.11050490313247034
S-GRID:NULLGEN,null_v2__flying_cam_transition_4__s43,0.7347444576116136,0.115934712627369,0.22125647362820153,0.6709509580745212,0.14430185985425925
S-GRID-F:NULLGEN,gridF_v2__davis_bear_elephant__s42,0.6657928110880567,0.13105174154926635,0.21908917896283647,0.7279884895349298,0.12873591674724671
S-GRID-F:NULLGEN,gridF_v2__davis_bear_elephant__s43,0.7317795142668455,0.12130672221330353,0.2855688567982811,0.7257196083055171,0.14354052900503314
S-GRID-F:NULLGEN,gridF_v2__davis_tennis_snowboard__s42,0.5995240657608842,0.1888782582966484,0.15105448386488207,0.5462537111822516,0.2586767535781053
S-GRID-F:NULLGEN,gridF_v2__davis_tennis_snowboard__s43,0.5789188023182987,0.18114072163783715,0.20673101695357413,0.5925385926710818,0.28681320073946115
S-GRID-F:NULLGEN,gridF_v2__davis_blackswan_rhino__s42,0.8395588010621584,0.10267713652207706,0.2935978012381693,0.6089303491518916,0.2466328147901927
S-GRID-F:NULLGEN,gridF_v2__davis_blackswan_rhino__s43,0.8237429574979283,0.056283525558690484,0.26883952935640004,0.6209822902749162,0.24485212186731553
S-GRID:NULLGEN,null_v3__hero_flight_1__s42,0.8082922670950579,0.13492201463537132,0.29216471279256895,0.8466564109575232,0.08663223173949362
S-GRID:NULLGEN,null_v3__hero_flight_1__s43,0.6529319903964677,0.12526353966654372,0.24465430922589232,0.8241018675569847,0.0809169660508304
S-GRID:NULLGEN,null_v3__shadow_smoke_2__s42,0.8344835792158682,0.09181767119692952,0.27296965268006124,0.8508110280021992,0.10036545740379968
S-GRID:NULLGEN,null_v3__shadow_smoke_2__s43,0.8611658609353066,0.07813657557912515,0.3978482787368991,0.8833229787839716,0.07484524875966136
S-GRID:NULLGEN,null_v3__hero_flight_5__s42,0.9359807146415018,0.016413266753252075,0.4908147607070273,0.9303146518108028,0.03589360001823175
