space,stratum,tier,ref,default,descriptor,null,n_units,ref_med,def_med,null_med,ref_minus_def,def_minus_null,correct_dir,brief_criterion,paired_frac_correct,headroom_ratio,verdict
PIX,S-GRID,,GT,NULLGEN,DR,LERP,19,0.6044,0.2394,0.0,0.365,0.2394,True,True,1.0,1.524,RIGHT
PIX,S-GRID,,GT,NULLGEN,DR,CUT50,19,0.6044,0.2394,0.0,0.365,0.2394,True,True,1.0,1.524,RIGHT
PIX,S-GRID,,GT,NULLGEN,DR,FREEZE,19,0.6044,0.2394,0.0,0.365,0.2394,True,True,1.0,1.524,RIGHT
PIX,S-GRID,,GT,NULLGEN,M,LERP,19,0.4038,0.0481,0.5,0.3558,-0.4519,False,False,0.053,0.787,WRONG
PIX,S-GRID,,GT,NULLGEN,M,CUT50,19,0.4038,0.0481,0.0,0.3558,0.0481,True,True,0.895,7.4,RIGHT
PIX,S-GRID,,GT,NULLGEN,M,FREEZE,19,0.4038,0.0481,0.0,0.3558,0.0481,True,True,0.895,7.4,RIGHT
PIX,S-GRID,,GT,NULLGEN,cross,LERP,19,0.4519,0.4038,0.5,0.0481,-0.0962,False,False,0.368,0.5,WRONG
PIX,S-GRID,,GT,NULLGEN,cross,CUT50,19,0.4519,0.4038,0.5,0.0481,-0.0962,False,False,0.368,0.5,WRONG
PIX,S-GRID,,GT,NULLGEN,cross,FREEZE,19,0.4519,0.4038,1.0,0.0481,-0.5962,False,False,0.368,0.081,WRONG
PIX,S-GRID,,GT,NULLGEN,nu_max,LERP,19,1.0627,0.7831,0.4952,0.2796,0.2879,True,True,0.895,0.971,RIGHT
PIX,S-GRID,,GT,NULLGEN,nu_max,CUT50,19,1.0627,0.7831,0.0,0.2796,0.7831,True,True,0.895,0.357,RIGHT
PIX,S-GRID,,GT,NULLGEN,nu_max,FREEZE,19,1.0627,0.7831,0.0,0.2796,0.7831,True,True,0.895,0.357,RIGHT
PIX,S-GRID,,GT,NULLGEN,path_over_gap,LERP,19,22.1282,7.5933,1.0,14.5349,6.5933,True,True,0.947,2.205,RIGHT
PIX,S-GRID,,GT,NULLGEN,path_over_gap,CUT50,19,22.1282,7.5933,1.0,14.5349,6.5933,True,True,0.947,2.205,RIGHT
PIX,S-GRID,,GT,NULLGEN,path_over_gap,FREEZE,19,22.1282,7.5933,1.0,14.5349,6.5933,True,True,0.947,2.205,RIGHT
PIX,S-GRID,,GT,NULLGEN,step_share,LERP,19,0.0248,0.0808,0.0095,-0.056,0.0713,False,False,0.053,0.786,WRONG
PIX,S-GRID,,GT,NULLGEN,step_share,CUT50,19,0.0248,0.0808,1.0,-0.056,-0.9192,True,True,0.947,0.061,RIGHT
PIX,S-GRID,,GT,NULLGEN,step_share,FREEZE,19,0.0248,0.0808,1.0,-0.056,-0.9192,True,True,0.947,0.061,RIGHT
PIX,S-PROBE,high,R1,R3,DR,LERP,90,0.3671,0.2063,0.0,0.1608,0.2063,True,True,0.867,0.779,RIGHT
PIX,S-PROBE,high,R1,R3,DR,CUT50,90,0.3671,0.2063,0.0,0.1608,0.2063,True,True,0.867,0.779,RIGHT
PIX,S-PROBE,high,R1,R3,DR,FREEZE,90,0.3671,0.2063,0.0,0.1608,0.2063,True,True,0.867,0.779,RIGHT
PIX,S-PROBE,high,R1,R3,M,LERP,90,0.2252,0.0577,0.5,0.1675,-0.4423,False,False,0.089,0.379,WRONG
PIX,S-PROBE,high,R1,R3,M,CUT50,90,0.2252,0.0577,0.0,0.1675,0.0577,True,True,0.811,2.904,RIGHT
PIX,S-PROBE,high,R1,R3,M,FREEZE,90,0.2252,0.0577,0.0,0.1675,0.0577,True,True,0.811,2.904,RIGHT
PIX,S-PROBE,high,R1,R3,cross,LERP,90,0.3378,0.2788,0.5,0.059,-0.2212,False,False,0.389,0.267,WRONG
PIX,S-PROBE,high,R1,R3,cross,CUT50,90,0.3378,0.2788,0.5,0.059,-0.2212,False,False,0.389,0.267,WRONG
PIX,S-PROBE,high,R1,R3,cross,FREEZE,90,0.3378,0.2788,1.0,0.059,-0.7212,False,False,0.433,0.082,WRONG
PIX,S-PROBE,high,R1,R3,nu_max,LERP,90,0.8191,0.7128,0.4952,0.1063,0.2176,True,True,0.633,0.489,RIGHT
PIX,S-PROBE,high,R1,R3,nu_max,CUT50,90,0.8191,0.7128,0.0,0.1063,0.7128,True,True,0.733,0.149,RIGHT
PIX,S-PROBE,high,R1,R3,nu_max,FREEZE,90,0.8191,0.7128,0.0,0.1063,0.7128,True,True,0.733,0.149,RIGHT
PIX,S-PROBE,high,R1,R3,path_over_gap,LERP,90,9.4746,5.0354,1.0,4.4392,4.0354,True,True,0.833,1.1,RIGHT
PIX,S-PROBE,high,R1,R3,path_over_gap,CUT50,90,9.4746,5.0354,1.0,4.4392,4.0354,True,True,0.833,1.1,RIGHT
PIX,S-PROBE,high,R1,R3,path_over_gap,FREEZE,90,9.4746,5.0354,1.0,4.4392,4.0354,True,True,0.833,1.1,RIGHT
PIX,S-PROBE,high,R1,R3,step_share,LERP,90,0.0284,0.0863,0.0095,-0.0579,0.0768,False,False,0.067,0.754,WRONG
PIX,S-PROBE,high,R1,R3,step_share,CUT50,90,0.0284,0.0863,1.0,-0.0579,-0.9137,True,True,0.933,0.063,RIGHT
PIX,S-PROBE,high,R1,R3,step_share,FREEZE,90,0.0284,0.0863,1.0,-0.0579,-0.9137,True,True,0.933,0.063,RIGHT
PIX,S-PROBE,high,R2,R3,DR,LERP,90,0.3344,0.2063,0.0,0.1281,0.2063,True,True,0.878,0.621,RIGHT
PIX,S-PROBE,high,R2,R3,DR,CUT50,90,0.3344,0.2063,0.0,0.1281,0.2063,True,True,0.878,0.621,RIGHT
PIX,S-PROBE,high,R2,R3,DR,FREEZE,90,0.3344,0.2063,0.0,0.1281,0.2063,True,True,0.878,0.621,RIGHT
PIX,S-PROBE,high,R2,R3,M,LERP,90,0.2115,0.0577,0.5,0.1538,-0.4423,False,False,0.111,0.348,WRONG
PIX,S-PROBE,high,R2,R3,M,CUT50,90,0.2115,0.0577,0.0,0.1538,0.0577,True,True,0.756,2.667,RIGHT
PIX,S-PROBE,high,R2,R3,M,FREEZE,90,0.2115,0.0577,0.0,0.1538,0.0577,True,True,0.756,2.667,RIGHT
PIX,S-PROBE,high,R2,R3,cross,LERP,90,0.2981,0.2788,0.5,0.0192,-0.2212,False,False,0.411,0.087,no-gap(|ref-def|<0.02)
PIX,S-PROBE,high,R2,R3,cross,CUT50,90,0.2981,0.2788,0.5,0.0192,-0.2212,False,False,0.411,0.087,no-gap(|ref-def|<0.02)
PIX,S-PROBE,high,R2,R3,cross,FREEZE,90,0.2981,0.2788,1.0,0.0192,-0.7212,False,False,0.433,0.027,no-gap(|ref-def|<0.02)
PIX,S-PROBE,high,R2,R3,nu_max,LERP,90,0.8277,0.7128,0.4952,0.1149,0.2176,True,True,0.6,0.528,RIGHT
PIX,S-PROBE,high,R2,R3,nu_max,CUT50,90,0.8277,0.7128,0.0,0.1149,0.7128,True,True,0.7,0.161,RIGHT
PIX,S-PROBE,high,R2,R3,nu_max,FREEZE,90,0.8277,0.7128,0.0,0.1149,0.7128,True,True,0.7,0.161,RIGHT
PIX,S-PROBE,high,R2,R3,path_over_gap,LERP,90,9.2961,5.0354,1.0,4.2607,4.0354,True,True,0.856,1.056,RIGHT
PIX,S-PROBE,high,R2,R3,path_over_gap,CUT50,90,9.2961,5.0354,1.0,4.2607,4.0354,True,True,0.856,1.056,RIGHT
PIX,S-PROBE,high,R2,R3,path_over_gap,FREEZE,90,9.2961,5.0354,1.0,4.2607,4.0354,True,True,0.856,1.056,RIGHT
PIX,S-PROBE,high,R2,R3,step_share,LERP,90,0.0317,0.0863,0.0095,-0.0546,0.0768,False,False,0.089,0.711,WRONG
PIX,S-PROBE,high,R2,R3,step_share,CUT50,90,0.0317,0.0863,1.0,-0.0546,-0.9137,True,True,0.911,0.06,RIGHT
PIX,S-PROBE,high,R2,R3,step_share,FREEZE,90,0.0317,0.0863,1.0,-0.0546,-0.9137,True,True,0.911,0.06,RIGHT
PIX,S-PROBE,inplace,R1,R3,DR,LERP,30,0.2781,0.2859,0.0,-0.0077,0.2859,False,False,0.733,0.027,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R1,R3,DR,CUT50,30,0.2781,0.2859,0.0,-0.0077,0.2859,False,False,0.733,0.027,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R1,R3,DR,FREEZE,30,0.2781,0.2859,0.0,-0.0077,0.2859,False,False,0.733,0.027,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R1,R3,M,LERP,30,0.2387,0.1827,0.5,0.056,-0.3173,False,False,0.333,0.177,WRONG
PIX,S-PROBE,inplace,R1,R3,M,CUT50,30,0.2387,0.1827,0.0,0.056,0.1827,True,True,0.667,0.307,RIGHT
PIX,S-PROBE,inplace,R1,R3,M,FREEZE,30,0.2387,0.1827,0.0,0.056,0.1827,True,True,0.667,0.307,RIGHT
PIX,S-PROBE,inplace,R1,R3,cross,LERP,30,0.3333,0.351,0.5,-0.0176,-0.149,True,True,0.367,0.118,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R1,R3,cross,CUT50,30,0.3333,0.351,0.5,-0.0176,-0.149,True,True,0.367,0.118,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R1,R3,cross,FREEZE,30,0.3333,0.351,1.0,-0.0176,-0.649,True,True,0.567,0.027,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R1,R3,nu_max,LERP,30,0.7181,0.7496,0.4952,-0.0315,0.2544,False,False,0.5,0.124,WRONG
PIX,S-PROBE,inplace,R1,R3,nu_max,CUT50,30,0.7181,0.7496,0.0,-0.0315,0.7496,False,False,0.5,0.042,WRONG
PIX,S-PROBE,inplace,R1,R3,nu_max,FREEZE,30,0.7181,0.7496,0.0,-0.0315,0.7496,False,False,0.5,0.042,WRONG
PIX,S-PROBE,inplace,R1,R3,path_over_gap,LERP,30,5.3573,4.9086,1.0,0.4488,3.9086,True,True,0.6,0.115,RIGHT
PIX,S-PROBE,inplace,R1,R3,path_over_gap,CUT50,30,5.3573,4.9086,1.0,0.4488,3.9086,True,True,0.6,0.115,RIGHT
PIX,S-PROBE,inplace,R1,R3,path_over_gap,FREEZE,30,5.3573,4.9086,1.0,0.4488,3.9086,True,True,0.6,0.115,RIGHT
PIX,S-PROBE,inplace,R1,R3,step_share,LERP,30,0.0321,0.0482,0.0095,-0.0161,0.0386,False,False,0.3,0.417,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R1,R3,step_share,CUT50,30,0.0321,0.0482,1.0,-0.0161,-0.9518,True,True,0.7,0.017,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R1,R3,step_share,FREEZE,30,0.0321,0.0482,1.0,-0.0161,-0.9518,True,True,0.7,0.017,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R2,R3,DR,LERP,30,0.2914,0.2859,0.0,0.0055,0.2859,True,True,0.767,0.019,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R2,R3,DR,CUT50,30,0.2914,0.2859,0.0,0.0055,0.2859,True,True,0.767,0.019,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R2,R3,DR,FREEZE,30,0.2914,0.2859,0.0,0.0055,0.2859,True,True,0.767,0.019,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R2,R3,M,LERP,30,0.2067,0.1827,0.5,0.024,-0.3173,False,False,0.333,0.076,WRONG
PIX,S-PROBE,inplace,R2,R3,M,CUT50,30,0.2067,0.1827,0.0,0.024,0.1827,True,True,0.6,0.132,RIGHT
PIX,S-PROBE,inplace,R2,R3,M,FREEZE,30,0.2067,0.1827,0.0,0.024,0.1827,True,True,0.6,0.132,RIGHT
PIX,S-PROBE,inplace,R2,R3,cross,LERP,30,0.3606,0.351,0.5,0.0096,-0.149,False,False,0.267,0.065,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R2,R3,cross,CUT50,30,0.3606,0.351,0.5,0.0096,-0.149,False,False,0.267,0.065,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R2,R3,cross,FREEZE,30,0.3606,0.351,1.0,0.0096,-0.649,False,False,0.433,0.015,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R2,R3,nu_max,LERP,30,0.7059,0.7496,0.4952,-0.0437,0.2544,False,False,0.533,0.172,WRONG
PIX,S-PROBE,inplace,R2,R3,nu_max,CUT50,30,0.7059,0.7496,0.0,-0.0437,0.7496,False,False,0.533,0.058,WRONG
PIX,S-PROBE,inplace,R2,R3,nu_max,FREEZE,30,0.7059,0.7496,0.0,-0.0437,0.7496,False,False,0.533,0.058,WRONG
PIX,S-PROBE,inplace,R2,R3,path_over_gap,LERP,30,4.8773,4.9086,1.0,-0.0313,3.9086,False,False,0.533,0.008,WRONG
PIX,S-PROBE,inplace,R2,R3,path_over_gap,CUT50,30,4.8773,4.9086,1.0,-0.0313,3.9086,False,False,0.533,0.008,WRONG
PIX,S-PROBE,inplace,R2,R3,path_over_gap,FREEZE,30,4.8773,4.9086,1.0,-0.0313,3.9086,False,False,0.533,0.008,WRONG
PIX,S-PROBE,inplace,R2,R3,step_share,LERP,30,0.0479,0.0482,0.0095,-0.0003,0.0386,False,False,0.333,0.007,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R2,R3,step_share,CUT50,30,0.0479,0.0482,1.0,-0.0003,-0.9518,True,True,0.667,0.0,no-gap(|ref-def|<0.02)
PIX,S-PROBE,inplace,R2,R3,step_share,FREEZE,30,0.0479,0.0482,1.0,-0.0003,-0.9518,True,True,0.667,0.0,no-gap(|ref-def|<0.02)
DINO,S-GRID,,GT,NULLGEN,DR,LERP,19,0.5108,0.2687,0.4538,0.2421,-0.1852,False,True,0.0,1.307,WRONG(N between default and ref)
DINO,S-GRID,,GT,NULLGEN,DR,CUT50,19,0.5108,0.2687,0.0,0.2421,0.2687,True,True,0.842,0.901,RIGHT
DINO,S-GRID,,GT,NULLGEN,DR,FREEZE,19,0.5108,0.2687,0.0,0.2421,0.2687,True,True,0.842,0.901,RIGHT
DINO,S-GRID,,GT,NULLGEN,DR,DINOLERP,19,0.5108,0.2687,0.0,0.2421,0.2687,True,True,0.842,0.901,RIGHT
DINO,S-GRID,,GT,NULLGEN,M,LERP,19,0.3558,0.0721,0.375,0.2837,-0.3029,False,False,0.053,0.937,WRONG
