space,group,key,s0,d_frames,rmse_fit,rmse_lerp,rmse_cut,rho_mean,rho_at_cross,nu_mean
PIX,S-PROBE:R1:high,probe__P13H__northern_lights_0__s43,0.19,48.0,0.05247250261722535,0.142070095857757,0.21550214733811193,0.41224081930029827,0.6710309147094877,0.4523318320684066
PIX,S-PROBE:R2:high,probe_r2__P13H__s43,0.13,64.0,0.04783414141316773,0.13428352206724403,0.23548034899489625,0.43313298691261043,0.6502374929997267,0.47951978319309185
PIX,S-PROBE:R3:high,probe_r3__P13H__s43,0.275,16.0,0.057374710852090456,0.24314889252650027,0.10493732539481916,0.4019468952787228,0.5235344487656031,0.4149995796630673
PIX,S-PROBE:R1:high,probe__P13H__northern_lights_0__s44,0.05,48.0,0.04560479003717305,0.2713801950129719,0.14544806160910634,0.3158343725054243,0.6116763139088721,0.33747005519765727
PIX,S-PROBE:R2:high,probe_r2__P13H__s44,0.245,8.0,0.03842101034313599,0.33128358229013344,0.05834906943070863,0.30714062373168965,0.5115363973062763,0.31264801583065177
PIX,S-PROBE:R3:high,probe_r3__P13H__s44,0.14,12.0,0.032866656497752486,0.3878043327321482,0.07310455493681721,0.2862930045122926,0.5639014595775428,0.29269646305475305
PIX,S-PROBE:R1:high,probe__P14H__fire_element_2__s42,0.135,48.0,0.03181887391271248,0.21003486442324687,0.17593796023407235,0.21130663438324634,0.5096155517581256,0.24533876896729986
PIX,S-PROBE:R2:high,probe_r2__P14H__s42,0.11,48.0,0.022714551578408296,0.21435892351044472,0.18407624100530362,0.22564621155487358,0.49316160548684007,0.263820830819299
PIX,S-PROBE:R3:high,probe_r3__P14H__s42,0.25,5.0,0.029361827355527267,0.33566982344581314,0.04417274654059612,0.1106179300396644,0.1898992448482419,0.11892717415258686
PIX,S-PROBE:R1:high,probe__P14H__fire_element_2__s43,0.1,64.0,0.023638774404599192,0.13977309403121088,0.21632610387627157,0.47279814870258996,0.8187622303050331,0.5040596266090206
PIX,S-PROBE:R2:high,probe_r2__P14H__s43,0.14,64.0,0.02112259216269483,0.11248333019992367,0.21089295546521178,0.43289266809111565,0.7270696051692863,0.4679843048211939
PIX,S-PROBE:R3:high,probe_r3__P14H__s43,0.23500000000000001,8.0,0.04909120037287947,0.3124195065469773,0.06019116785844312,0.2456491931780545,0.3472287757917762,0.2528178398360058
PIX,S-PROBE:R1:high,probe__P14H__fire_element_2__s44,0.0,64.0,0.13510609470967125,0.257005012818922,0.18975361972245686,0.3006196225572998,0.5979099081168175,0.3421025022626471
PIX,S-PROBE:R2:high,probe_r2__P14H__s44,0.035,48.0,0.10535710193062607,0.2742142600362022,0.17563417534404238,0.27474940711393403,0.571140384933365,0.30500657398181047
PIX,S-PROBE:R3:high,probe_r3__P14H__s44,0.195,8.0,0.03521963007179867,0.37450415403186305,0.06384755282295451,0.1740601891853922,0.4353609749749075,0.1804061701523262
PIX,S-PROBE:R1:high,probe__P15H__fire_element_3__s42,0.51,16.0,0.03836884410148128,0.22214843296853107,0.1185624487624379,0.32165388173022885,0.6032814494645712,0.3337814512916447
PIX,S-PROBE:R2:high,probe_r2__P15H__s42,0.335,32.0,0.03262520768855484,0.18105524972724818,0.14066352685638536,0.3601065436999021,0.7457475334965313,0.37636261634546775
PIX,S-PROBE:R3:high,probe_r3__P15H__s42,0.23,8.0,0.03265074853878765,0.32483459221290467,0.056789492491347286,0.2075966271314865,0.3272370158931514,0.21661278020447963
PIX,S-PROBE:R1:high,probe__P15H__fire_element_3__s43,0.47500000000000003,32.0,0.03889041249288323,0.2132158624497703,0.144062305039396,0.37154597026349007,0.7070022740479089,0.39107191651892953
PIX,S-PROBE:R2:high,probe_r2__P15H__s43,0.29,48.0,0.045608591897799214,0.1654329737115552,0.16316945323339763,0.3529385606221517,0.6000695969903735,0.37926662547633333
PIX,S-PROBE:R3:high,probe_r3__P15H__s43,0.245,16.0,0.0682465088398572,0.2537782343555613,0.10388426078029753,0.2926701534570628,0.5073468897731866,0.30493345658977944
PIX,S-PROBE:R1:high,probe__P15H__fire_element_3__s44,0.635,16.0,0.04331819696859099,0.29006691775714405,0.09215646822664096,0.42149347361547324,0.6607191004582958,0.43088353173172633
PIX,S-PROBE:R2:high,probe_r2__P15H__s44,0.5700000000000001,16.0,0.03752815696626034,0.24882811621149828,0.10571358357259614,0.3807449147925832,0.5737215434172743,0.3914635652902961
PIX,S-PROBE:R3:high,probe_r3__P15H__s44,0.44,3.0,0.05684726193133843,0.22895831275470843,0.05933302949836656,0.24995201505900058,0.3370712777965264,0.25650666936578864
PIX,S-PROBE:R1:high,probe__P16H__color_rain_2__s42,0.16,32.0,0.02465441915943251,0.2601197571901592,0.15822825492613496,0.1797179744224579,0.4597751256348269,0.2089829896581636
PIX,S-PROBE:R2:high,probe_r2__P16H__s42,0.19,16.0,0.01221727156500377,0.33224831977952485,0.09913698184113003,0.09299804122620346,0.48362300964159244,0.10584509543820195
PIX,S-PROBE:R3:high,probe_r3__P16H__s42,0.29,12.0,0.017860308662222386,0.29095183510330597,0.09032043557264015,0.07703027629873588,0.17214454292638146,0.09491435077154256
PIX,S-PROBE:R1:high,probe__P16H__color_rain_2__s43,0.085,32.0,0.041291366263180376,0.3140439241818693,0.13255530267427149,0.2360636365210631,0.5304174077326903,0.25853741790648715
PIX,S-PROBE:R2:high,probe_r2__P16H__s43,0.05,32.0,0.031295553387215215,0.34154790179356154,0.13779601647895284,0.2573633448386,0.5346012938460996,0.2796510639136613
PIX,S-PROBE:R3:high,probe_r3__P16H__s43,0.145,8.0,0.03831071528929018,0.3813102434057658,0.08696592596428619,0.21976084746091526,0.5961741787802446,0.22930433010760878
PIX,S-PROBE:R1:high,probe__P16H__color_rain_2__s44,0.155,48.0,0.027124720706764246,0.19158467573501606,0.17753869474734393,0.19919025614690627,0.4741531155292506,0.2368410738414868
PIX,S-PROBE:R2:high,probe_r2__P16H__s44,0.105,48.0,0.018627430328620558,0.22831180041186339,0.1742145077289985,0.19870483812246753,0.4441489362355679,0.23454931604455176
PIX,S-PROBE:R3:high,probe_r3__P16H__s44,0.28,32.0,0.03401731633494743,0.21069530669161096,0.1292119842806775,0.1627559370576712,0.39309224904191364,0.18751238878242613
PIX,S-PROBE:R1:high,probe__P17H__color_rain_0__s42,0.17,32.0,0.05397091152984757,0.23522650310008641,0.16258528156403748,0.25749914373028937,0.5391345945265075,0.28570230090999976
PIX,S-PROBE:R2:high,probe_r2__P17H__s42,0.09,48.0,0.05985756201102842,0.23506770406253102,0.16479419863378367,0.29189704387546894,0.6088418410641465,0.3180420315435479
PIX,S-PROBE:R3:high,probe_r3__P17H__s42,0.35000000000000003,16.0,0.03528518110512348,0.22489181932211566,0.10304598643104108,0.20031952806041922,0.22181809196769864,0.22196289869940422
PIX,S-PROBE:R1:high,probe__P17H__color_rain_0__s43,0.145,32.0,0.056220750074667064,0.27862242112193436,0.1300262285309501,0.266681057232164,0.7034203441718359,0.2809463890709619
PIX,S-PROBE:R2:high,probe_r2__P17H__s43,0.16,24.0,0.03165141984684794,0.29798196160274587,0.10447894543542476,0.23641635051264204,0.5621164547914784,0.2500457097383248
PIX,S-PROBE:R3:high,probe_r3__P17H__s43,0.21,8.0,0.02486411279189871,0.3426774812751438,0.08259798692847332,0.19715302003965018,0.35778534308426213,0.20427946431417351
PIX,S-PROBE:R1:high,probe__P17H__color_rain_0__s44,0.075,32.0,0.05676640001686717,0.32200661072623754,0.15386516678093648,0.26832151095116946,0.7070181566312337,0.28789441710456726
PIX,S-PROBE:R2:high,probe_r2__P17H__s44,0.09,32.0,0.05085419369483374,0.3210944303903062,0.1546109642878645,0.272255606598115,0.7309215990984462,0.29171341811287993
PIX,S-PROBE:R3:high,probe_r3__P17H__s44,0.33,16.0,0.02762621709135707,0.24552059078695204,0.10824311108317322,0.17187732416651383,0.4742455122279584,0.185640330392346
PIX,S-PROBE:R1:high,probe__P18H__earth_element_6__s42,0.055,80.0,0.10632618715636354,0.116018009997089,0.2546398791322002,0.5955356037033955,0.874454888150127,0.6417111849722387
PIX,S-PROBE:R2:high,probe_r2__P18H__s42,0.0,104.0,0.11947894185995249,0.11947894185995249,0.2506923708059207,0.5930139997866668,0.8753177959573457,0.6377744516063685
PIX,S-PROBE:R3:high,probe_r3__P18H__s42,0.09,80.0,0.03212987843962221,0.08114149643116891,0.23462547908230735,0.44473108747589324,0.7327326686975747,0.49233884359438745
PIX,S-PROBE:R1:high,probe__P18H__earth_element_6__s43,0.015,80.0,0.06548632104900173,0.11530461969471718,0.22987335246594598,0.44647149336894854,0.6083849926718728,0.4936015014713955
PIX,S-PROBE:R2:high,probe_r2__P18H__s43,0.01,80.0,0.05070421951506999,0.12023819741867803,0.2287188055608719,0.4242874642264371,0.5880174797777842,0.47386617280224663
PIX,S-PROBE:R3:high,probe_r3__P18H__s43,0.0,48.0,0.13213365686928377,0.27805387657436903,0.2138972853773697,0.42053385911777535,0.5911938267783973,0.4631897835468876
PIX,S-PROBE:R1:high,probe__P18H__earth_element_6__s44,0.0,104.0,0.10821874539293898,0.10821874539293898,0.23365892108880312,0.5646892175279343,0.6605577485314228,0.6050581780807732
PIX,S-PROBE:R2:high,probe_r2__P18H__s44,0.0,104.0,0.11133396590300336,0.11133396590300336,0.232728243690118,0.5978409833870673,0.660576856357941,0.6368897590282296
PIX,S-PROBE:R3:high,probe_r3__P18H__s44,0.22,32.0,0.03631417704984756,0.21669024657719763,0.16994975097367476,0.16107474843332711,0.2700617589957582,0.20795838713601777
PIX,S-PROBE:R1:high,probe__P19H__earth_element_4__s42,0.0,104.0,0.12660547238278105,0.12660547238278105,0.23496976210345305,0.6596019373414801,0.9968644127779522,0.6954344892022679
PIX,S-PROBE:R2:high,probe_r2__P19H__s42,0.0,80.0,0.1366391694249251,0.16749562947117164,0.2806135659133606,0.7171159751319935,0.89179288812126,0.761255229061095
PIX,S-PROBE:R3:high,probe_r3__P19H__s42,0.31,32.0,0.03459128287554494,0.17379065059803953,0.15593518826772404,0.17520156373397466,0.39598445199896914,0.21188108597082972
PIX,S-PROBE:R1:high,probe__P19H__earth_element_4__s43,0.03,104.0,0.10415477275979945,0.10775695257764287,0.33570268852046475,0.672773348994182,0.989043076972262,0.737079142697828
PIX,S-PROBE:R2:high,probe_r2__P19H__s43,0.105,80.0,0.08551682468437573,0.09149714310165279,0.29663725803519453,0.572393118324127,1.0287379709174638,0.620668542261474
PIX,S-PROBE:R3:high,probe_r3__P19H__s43,0.23,24.0,0.05700788408214293,0.2588650494508892,0.13797774708930333,0.24946775225540654,0.8106252749319843,0.2635238815309454
PIX,S-PROBE:R1:high,probe__P19H__earth_element_4__s44,0.005,48.0,0.13940058323106888,0.2534469188927423,0.20967380372155267,0.6421285052476403,0.7520466814865933,0.6750277120244373
PIX,S-PROBE:R2:high,probe_r2__P19H__s44,0.02,8.0,0.15906651510355288,0.3793564692435733,0.16772261781656364,0.647159797724782,1.1273923015641396,0.6674909154130684
PIX,S-PROBE:R3:high,probe_r3__P19H__s44,0.0,64.0,0.16592855937008485,0.24645880517833607,0.24240405266043663,0.45259353796729856,0.746740514294624,0.48390324090101483
PIX,S-PROBE:R1:high,probe__P20H__train_rush_1__s42,0.3,24.0,0.10428780457362732,0.3150514648195389,0.1582946738672024,0.36539512744048686,0.9071492827522069,0.38312807777373964
PIX,S-PROBE:R2:high,probe_r2__P20H__s42,0.34500000000000003,24.0,0.062128507254896784,0.26301188219172195,0.13095737319469056,0.318749341402782,0.8710277621894547,0.33342750793722914
PIX,S-PROBE:R3:high,probe_r3__P20H__s42,0.46,8.0,0.028866094986709702,0.2450671870018291,0.08442517860340422,0.12000696137778154,0.447014128595017,0.12953348621473856
PIX,S-PROBE:R1:high,probe__P20H__train_rush_1__s43,0.07,32.0,0.10913730950721577,0.39853117783191166,0.18954207191170894,0.36035686052628896,0.5263800150415949,0.39760985687927275
PIX,S-PROBE:R2:high,probe_r2__P20H__s43,0.075,32.0,0.1102562771418759,0.3954028056559861,0.1934683896058733,0.35981191996395284,0.5340718569647758,0.3995591184301161
PIX,S-PROBE:R3:high,probe_r3__P20H__s43,0.015,48.0,0.0766827768653428,0.28540854788299314,0.1626294355008269,0.2885256552967093,0.48254751615242164,0.3201996830743006
PIX,S-PROBE:R1:high,probe__P20H__train_rush_1__s44,0.17,8.0,0.062113969280350456,0.43800188216478053,0.06713425025089784,0.25085841899334543,0.6116609674913404,0.2598947810513124
PIX,S-PROBE:R2:high,probe_r2__P20H__s44,0.215,8.0,0.05315364060132779,0.3706153030810466,0.09315473504336046,0.2466400158833091,0.7088774244277645,0.2572746698253585
PIX,S-PROBE:R3:high,probe_r3__P20H__s44,0.055,24.0,0.0378244663030143,0.3626218063839481,0.14161826174290995,0.20026118079188499,0.482877105738381,0.22591569364875339
PIX,S-PROBE:R1:high,probe__P21H__train_rush_0__s42,0.2,16.0,0.0226749632047682,0.3207665704668956,0.09490972313809423,0.13796862868908374,0.5169723747584734,0.15116160995615488
PIX,S-PROBE:R2:high,probe_r2__P21H__s42,0.21,12.0,0.0130564643277263,0.3369904707888295,0.07288369754551038,0.12453469075022991,0.48195103103577575,0.1323152071866494
PIX,S-PROBE:R3:high,probe_r3__P21H__s42,0.295,1.0,0.01549000589083104,0.32962016828230806,0.038514098764176045,0.08667000376123714,0.22602119265880302,0.08939075042991249
PIX,S-PROBE:R1:high,probe__P21H__train_rush_0__s43,0.025,48.0,0.08147981042031296,0.301470477335597,0.16985746416143524,0.18927600699898692,0.5515962331076313,0.21808164921158457
PIX,S-PROBE:R2:high,probe_r2__P21H__s43,0.0,48.0,0.06822572741085618,0.32397556040973585,0.16900048598712789,0.18503438846650982,0.7657030208304006,0.21008946173524964
PIX,S-PROBE:R3:high,probe_r3__P21H__s43,0.27,12.0,0.02561442685764899,0.30326038357787505,0.10222902365088848,0.07885811684021567,0.4601617945853941,0.08828859491267471
PIX,S-PROBE:R1:high,probe__P21H__train_rush_0__s44,0.0,48.0,0.09714675382100979,0.3085813053317234,0.25806076498265607,0.30392140415245783,0.6674199307757008,0.3559357783547586
PIX,S-PROBE:R2:high,probe_r2__P21H__s44,0.0,48.0,0.07136165857268828,0.31028409521439565,0.23009980638222555,0.28265961574900517,0.5595555753168264,0.3291281942595365
PIX,S-PROBE:R3:high,probe_r3__P21H__s44,0.215,3.0,0.014125950291156477,0.37632106924083814,0.038981172166351864,0.11462672932862031,0.18439186050682105,0.11480471313819714
PIX,S-PROBE:R1:high,probe__P22H__money_rain_3__s42,0.115,48.0,0.04421688167353519,0.19223396165730755,0.17395596596081048,0.43384535342233405,0.6690042693390227,0.4609432055602115
PIX,S-PROBE:R2:high,probe_r2__P22H__s42,0.03,64.0,0.05352722220636103,0.17088672076405792,0.22662944310520802,0.45627742101709623,0.7077248748657948,0.4994936812493679
PIX,S-PROBE:R3:high,probe_r3__P22H__s42,0.085,3.0,0.13235325852382449,0.3569307009755776,0.13551886887519551,0.396409221470355,0.5732397149815122,0.41471022007389813
PIX,S-PROBE:R1:high,probe__P22H__money_rain_3__s43,0.06,64.0,0.05180211014253693,0.17827090036135743,0.1844993186283411,0.34654075724880745,0.5614704231001025,0.3804484468637421
PIX,S-PROBE:R2:high,probe_r2__P22H__s43,0.1,32.0,0.05905473204095968,0.2871148413688613,0.1652616932603494,0.3367404790478342,0.7554322379513108,0.361236210004662
PIX,S-PROBE:R3:high,probe_r3__P22H__s43,0.11,12.0,0.061555551696722034,0.37176846902075283,0.10578651591342267,0.30755181409783006,0.6556853587315539,0.31666680282662757
PIX,S-PROBE:R1:high,probe__P22H__money_rain_3__s44,0.165,48.0,0.03723745900887382,0.17373783610147747,0.18928838232486797,0.3305632517978149,0.5119507754126108,0.3666041277421548
PIX,S-PROBE:R2:high,probe_r2__P22H__s44,0.27,32.0,0.052617333376258665,0.19691386306175263,0.13459188074904027,0.30941446103490255,0.44907960759250676,0.33102300518226485
PIX,S-PROBE:R3:high,probe_r3__P22H__s44,0.31,5.0,0.03580887049236935,0.29008236567161627,0.0681729022976259,0.2697404570093863,0.32077770928122207,0.2744803311899022
PIX,S-PROBE:R1:high,probe__P23H__glitch_1__s42,0.16,64.0,0.0253057074637087,0.11932327627888595,0.21081985768484415,0.2534132211544737,0.44625074467196335,0.30562781163141983
PIX,S-PROBE:R2:high,probe_r2__P23H__s42,0.3,48.0,0.04236552352397046,0.14837768338628535,0.17448378862717107,0.24201681631474428,0.4343414960137149,0.28021513493900363
PIX,S-PROBE:R3:high,probe_r3__P23H__s42,0.355,12.0,0.03733050087417805,0.267270998122562,0.07189558544886059,0.1264887743905836,0.5563163825256006,0.13309097553663876
PIX,S-PROBE:R1:high,probe__P23H__glitch_1__s43,0.32,48.0,0.04186822632338302,0.1339021758672588,0.18052288909632286,0.28557214875444775,0.39358099580883843,0.3283683620888151
PIX,S-PROBE:R2:high,probe_r2__P23H__s43,0.185,64.0,0.06644394148910536,0.13450643248351737,0.17274135043495334,0.33150772376408055,0.48059652501265715,0.3640829831017935
PIX,S-PROBE:R3:high,probe_r3__P23H__s43,0.52,12.0,0.038965911999268486,0.2526064241931937,0.07740364051326729,0.12327384106745157,0.237925341698194,0.13658118243514294
PIX,S-PROBE:R1:high,probe__P23H__glitch_1__s44,0.24,64.0,0.06830462126217451,0.12834416087966677,0.185294102405346,0.3253978593122297,0.4416972881318593,0.3669725083836667
PIX,S-PROBE:R2:high,probe_r2__P23H__s44,0.355,32.0,0.03589334833757875,0.18618105801103443,0.1340382416746571,0.30161315361626323,0.43980491055496523,0.32415752570578676
PIX,S-PROBE:R3:high,probe_r3__P23H__s44,0.355,24.0,0.016708537171994164,0.22186952993168388,0.11631917884623191,0.08040747501591207,0.18659851783727147,0.11339972462307198
PIX,S-PROBE:R1:high,probe__P24H__acid_0__s42,0.065,80.0,0.051227998953794304,0.0828771424013476,0.24056660266601093,0.6211974152293552,1.122533021763926,0.6545888959775279
PIX,S-PROBE:R2:high,probe_r2__P24H__s42,0.0,64.0,0.19347122368651737,0.2580832227268099,0.24295149056010146,0.49986966782664727,0.9024886234537642,0.5444697980788795
PIX,S-PROBE:R3:high,probe_r3__P24H__s42,0.145,5.0,0.044763039774839954,0.3838431880041426,0.08358858276174157,0.21560819539839798,0.28249775227761426,0.22672355406474914
PIX,S-PROBE:R1:high,probe__P24H__acid_0__s43,0.09,48.0,0.09104858155076825,0.22251207302496506,0.15669101320083628,0.49583529399534887,1.059445410011943,0.5126357931875659
PIX,S-PROBE:R2:high,probe_r2__P24H__s43,0.16,32.0,0.06404999182500119,0.2440088542346712,0.13484754896675782,0.49423114895331016,1.0748497025112624,0.5062756401156957
PIX,S-PROBE:R3:high,probe_r3__P24H__s43,0.225,16.0,0.03538368619208227,0.2811286645380727,0.1004066243138328,0.2764851106803934,0.5219546480714675,0.2897487112146472
PIX,S-PROBE:R1:high,probe__P24H__acid_0__s44,0.015,48.0,0.10782544473140974,0.25355709390698555,0.1915531541879566,0.6259440558553168,0.9385763428901734,0.648796773396546
PIX,S-PROBE:R2:high,probe_r2__P24H__s44,0.12,24.0,0.08868882277128248,0.2921113377834344,0.14366929561456324,0.5408066717587555,1.282050094208866,0.5523867957432425
PIX,S-PROBE:R3:high,probe_r3__P24H__s44,0.23500000000000001,5.0,0.032437988836413155,0.35607492780969624,0.07460102121138615,0.3070633950280761,1.3981852520086244,0.3100769578893724
PIX,S-PROBE:R1:high,probe__P25H__luminous_gaze_3__s42,0.515,5.0,0.1103276121438259,0.3340508841746901,0.11527963942685596,0.60185416061086,0.6329494496731894,0.6095254128412967
PIX,S-PROBE:R2:high,probe_r2__P25H__s42,0.47500000000000003,12.0,0.09381996238236631,0.320899526290013,0.12430757838282126,0.5615238149312859,0.744118528246844,0.5712811036916959
PIX,S-PROBE:R3:high,probe_r3__P25H__s42,0.17,2.0,0.02469115901796143,0.4049166997149746,0.024727205539734783,0.22684150444796883,0.3663917643775329,0.22783511319836672
PIX,S-PROBE:R1:high,probe__P25H__luminous_gaze_3__s43,0.455,16.0,0.05832080823914066,0.20127897163396635,0.09450965992054153,0.6494633948902445,0.9190188946444593,0.6565941332708439
PIX,S-PROBE:R2:high,probe_r2__P25H__s43,0.455,12.0,0.057775869775902426,0.20805526282484746,0.10102059313929514,0.6287180505300977,0.9034025051642622,0.63540742106832
PIX,S-PROBE:R3:high,probe_r3__P25H__s43,0.1,32.0,0.027954549021970473,0.2972873809516411,0.15675985499656894,0.3216942690641389,0.7595459537813235,0.3430694709616129
PIX,S-PROBE:R1:high,probe__P25H__luminous_gaze_3__s44,0.1,64.0,0.10528149668405766,0.17951058518201782,0.15722933945540077,0.5076992091572317,0.7677751204911617,0.5237829127275295
PIX,S-PROBE:R2:high,probe_r2__P25H__s44,0.4,16.0,0.10974015978049015,0.18720897613423343,0.1412245021020904,0.5252855801220191,0.809855145383828,0.5371118829803145
PIX,S-PROBE:R3:high,probe_r3__P25H__s44,0.165,12.0,0.04098427947832792,0.34123342052552175,0.08798932064176809,0.2533499534913996,0.5299490146381285,0.26316811703122567
PIX,S-PROBE:R1:high,probe__P26H__saint_glow_3__s42,0.225,24.0,0.042417524610348985,0.24090067669855617,0.1357601079578755,0.4564706957445443,0.8613032630351557,0.46916711582657633
PIX,S-PROBE:R2:high,probe_r2__P26H__s42,0.25,12.0,0.06291926188299585,0.27222650371970014,0.09728106973065098,0.3690948527303789,0.8680657428145432,0.377410503480616
PIX,S-PROBE:R3:high,probe_r3__P26H__s42,0.23500000000000001,32.0,0.015211274977192948,0.2219111039541243,0.14752327118415895,0.1574125567702174,0.19767952638248767,0.20396802383914817
PIX,S-PROBE:R1:high,probe__P26H__saint_glow_3__s43,0.23,24.0,0.05657275897238288,0.2250195610439508,0.12843535455016822,0.505413334096487,0.9352989995523184,0.5174661281537891
PIX,S-PROBE:R2:high,probe_r2__P26H__s43,0.055,48.0,0.03894412837024903,0.24298901477194365,0.19821562424173467,0.5171396099472633,0.8800293162744026,0.5468094016681038
PIX,S-PROBE:R3:high,probe_r3__P26H__s43,0.28,24.0,0.03490477717558718,0.21986307493207924,0.1231079999886228,0.21673485177844815,0.5137821935347038,0.23705131271567423
PIX,S-PROBE:R1:high,probe__P26H__saint_glow_3__s44,0.17,16.0,0.05291113451778592,0.3059063536622765,0.11908838159804803,0.6318828033313804,1.066965142009732,0.6397057888833192
PIX,S-PROBE:R2:high,probe_r2__P26H__s44,0.17500000000000002,16.0,0.03959517077160061,0.34162642204562504,0.10283231327329151,0.4935018566298479,1.0393542362639625,0.5002626365440124
PIX,S-PROBE:R3:high,probe_r3__P26H__s44,0.195,8.0,0.01912512841911453,0.3695359402970579,0.057018111112063376,0.09519192148305396,0.6499942650718757,0.1005764848810251
PIX,S-PROBE:R1:high,probe__P27H__live_concert_4__s42,0.075,64.0,0.04552638229753151,0.15749167170157688,0.2259815972258311,0.3170164394852548,0.43514446040658683,0.3740789710324169
PIX,S-PROBE:R2:high,probe_r2__P27H__s42,0.0,64.0,0.09832391534672286,0.24487742857850053,0.26516233009482004,0.35746939482262025,0.6480621862135784,0.41141793476532973
PIX,S-PROBE:R3:high,probe_r3__P27H__s42,0.215,32.0,0.04591023748901893,0.2346626326222197,0.1485776768901024,0.19868472816765467,0.2062893447428913,0.24116516668816207
PIX,S-PROBE:R1:high,probe__P27H__live_concert_4__s43,0.035,64.0,0.048138389814899006,0.18362629408714787,0.2113522591225278,0.26705710037538644,0.43021097600260716,0.32157214447882077
PIX,S-PROBE:R2:high,probe_r2__P27H__s43,0.0,64.0,0.09293282373766797,0.2554966090740219,0.26803047910175715,0.3483769005801535,0.6390746692318872,0.4098456239804068
PIX,S-PROBE:R3:high,probe_r3__P27H__s43,0.36,2.0,0.056567366941821816,0.2822347529639477,0.05919922713750855,0.2196478984200936,0.1974134723339105,0.22441697214763592
PIX,S-PROBE:R1:high,probe__P27H__live_concert_4__s44,0.16,16.0,0.0814810890673298,0.3139968479729007,0.11696100727145296,0.5811374972059089,1.3695927734207736,0.5883207301678841
PIX,S-PROBE:R2:high,probe_r2__P27H__s44,0.17,16.0,0.09117139745431863,0.29929791756982005,0.12212507833758428,0.47881938173561645,1.2605434529630013,0.48802038432638545
PIX,S-PROBE:R3:high,probe_r3__P27H__s44,0.26,32.0,0.08040235452900801,0.21096997982411167,0.15640180483965235,0.2970852735224264,0.5799294564665972,0.32099990269305545
PIX,S-PROBE:R1:high,probe__P28H__animalization_0__s42,0.03,64.0,0.038290892105627104,0.20474395205665152,0.19657357682991475,0.33744445504630016,0.5350091438680049,0.3725632176403634
PIX,S-PROBE:R2:high,probe_r2__P28H__s42,0.095,48.0,0.041061973849323724,0.23420132224792894,0.17958428898377118,0.3540853262731589,0.521865740977156,0.3822440440657736
PIX,S-PROBE:R3:high,probe_r3__P28H__s42,0.015,16.0,0.04192598448918854,0.4616413633153977,0.09639625799428243,0.21031997781390782,0.9756794367812421,0.21556232107600523
PIX,S-PROBE:R1:high,probe__P28H__animalization_0__s43,0.09,32.0,0.04157468034885623,0.30024451545829695,0.1596934825285514,0.31938973779957464,0.5995942510830168,0.34150345092995166
PIX,S-PROBE:R2:high,probe_r2__P28H__s43,0.05,64.0,0.031326587921535726,0.17006122575321184,0.20718301255699134,0.4109908834000014,0.5550287167685395,0.4507838080375572
PIX,S-PROBE:R3:high,probe_r3__P28H__s43,0.015,12.0,0.027934391814725235,0.48214502940897075,0.07409141124403225,0.2504040199098038,1.066355563267801,0.2546499300645712
PIX,S-PROBE:R1:high,probe__P28H__animalization_0__s44,0.14,32.0,0.04335126560655844,0.2732940203875842,0.14424698214250772,0.35706467828099436,0.7694938041791307,0.37470949606744225
PIX,S-PROBE:R2:high,probe_r2__P28H__s44,0.155,32.0,0.045948409000378186,0.26142954382922096,0.13761898007711432,0.37921869008966486,0.6103581763468092,0.39678716209451503
PIX,S-PROBE:R3:high,probe_r3__P28H__s44,0.03,24.0,0.032075025866796524,0.3999463541733548,0.11141434299163297,0.31550035795552867,0.8515066558644327,0.3248618274444707
PIX,S-PROBE:R1:high,probe__P29H__shadow_3__s42,0.0,80.0,0.07290964662706459,0.15052321594893195,0.3017041963789123,0.4383859110182716,0.7764372935294714,0.5044623521392891
PIX,S-PROBE:R2:high,probe_r2__P29H__s42,0.015,64.0,0.0958949154840609,0.19718095410134426,0.29083591211810517,0.4132303769815206,0.7777425413732727,0.4736985544292318
PIX,S-PROBE:R3:high,probe_r3__P29H__s42,0.37,5.0,0.04898928164760225,0.27676311315874774,0.05947886541619342,0.1763385507365491,0.4728729672056342,0.18069807901662963
PIX,S-PROBE:R1:high,probe__P29H__shadow_3__s43,0.045,80.0,0.02942902549676076,0.1028872662376485,0.23303331815497297,0.42707785174487606,0.6444027801233997,0.4731376074196285
PIX,S-PROBE:R2:high,probe_r2__P29H__s43,0.015,64.0,0.03214482741302244,0.2056252416037191,0.20825386883554037,0.413353107033567,0.6755646223004148,0.45006881067394405
PIX,S-PROBE:R3:high,probe_r3__P29H__s43,0.1,24.0,0.052133692540879066,0.31530920302968185,0.12722955744469788,0.3377416826956695,0.6892936940598392,0.3547992849999701
PIX,S-PROBE:R1:high,probe__P29H__shadow_3__s44,0.315,48.0,0.0490930468619096,0.14417383078167859,0.19506545759478863,0.3340292622952596,0.6209924663015387,0.3660611550010019
PIX,S-PROBE:R2:high,probe_r2__P29H__s44,0.265,48.0,0.035791720875913036,0.13947294126314444,0.19435582891295683,0.2921848332697459,0.5442830496709846,0.3303633633419033
PIX,S-PROBE:R3:high,probe_r3__P29H__s44,0.41500000000000004,8.0,0.04320892931167027,0.2353994995033074,0.06970830056812301,0.23578244991676112,0.6116119126307941,0.24341618381819866
