clip_id,stratum,group,owner,gap_over_anchor_norm,d_encLERP_to_LATLERP_med,d_encLERP_to_LATLERP_mid,latlerp_norm_min,enclerp_norm_min,main_norm_min,main_norm_med,cut_norm_min,dino_cos_AB,dino_chord_mid_norm,anchor_a_norm,anchor_b_norm
probe_r3__P14L__s42,S-PROBE,R3,probe_r3__P14L__s42,1.3883088736493439,0.3452909891285491,0.35640032229752666,0.7205587234968275,0.927733157479208,0.9562448423890094,1.0329947288576138,0.9929949305017081,0.28595036615161007,0.8018573333678536,181.77527784525782,193.98260139426054
probe_r3__P14L__s43,S-PROBE,R3,probe_r3__P14L__s43,1.2250636209005938,0.35360040338987486,0.36222137897266077,0.7904655623813727,0.9535630431826588,0.9759434610374345,1.0532558751360572,0.9960621743752951,0.5906680468747254,0.8918150163780394,181.97853711050652,193.15707240334072
probe_r3__P14L__s44,S-PROBE,R3,probe_r3__P14L__s44,1.279702887033246,0.4049692044169658,0.4049692044169658,0.769038590011606,0.9505459901517437,0.9229376821451197,0.9782520230875621,0.9982309921814061,0.6423872022494379,0.9061973301244707,181.6981354069017,192.47167716050797
probe_r3__P17L__s42,S-PROBE,R3,probe_r3__P17L__s42,1.2919717808445608,0.46264364858294643,0.46264364858294643,0.7594100257948699,0.9393457869066448,0.9642366106682498,1.0488987029205372,0.9816841642535135,0.5793628266137603,0.8886402046423963,225.76161729185338,197.76654071218684
probe_r3__P17L__s43,S-PROBE,R3,probe_r3__P17L__s43,1.3053555525167049,0.3912309875557435,0.37948531999643076,0.7576474488580317,0.9184110494427927,0.9700992112031314,0.9986635987908473,1.013927466488805,0.7515519278123293,0.9358290249325272,225.70340944661956,223.8757805171676
probe_r3__P17L__s44,S-PROBE,R3,probe_r3__P17L__s44,1.3379513210210079,0.38779309329686396,0.37815682859050315,0.7438004944553173,0.9056763450033944,0.9726553510165188,0.9918199097093724,0.9987603782524087,0.6267483774840912,0.901872601170501,225.75800703663964,213.60023141715834
probe_r3__P19L__s42,S-PROBE,R3,probe_r3__P19L__s42,1.3784670286347946,0.3405495808286459,0.3405495808286459,0.7210268178352237,0.8769860478082973,0.8198137736121021,0.9540946577596638,0.9382418875312337,0.14563080074231038,0.7568456912549316,231.82686341005237,202.39362623253504
probe_r3__P19L__s43,S-PROBE,R3,probe_r3__P19L__s43,1.3554589253662603,0.324177716195998,0.33363344820909235,0.7358876472305752,0.8555223701368528,0.9321315844983195,0.9555351061107064,0.9526323604053692,0.32853283569511404,0.8150254093263333,231.90236171048196,216.71241774590177
probe_r3__P19L__s44,S-PROBE,R3,probe_r3__P19L__s44,1.3642760426457972,0.36474601675357454,0.356648035656776,0.7265653057347732,0.8691205241634682,0.8803686360223798,0.9249195777890536,0.9268196608493571,0.240495364418166,0.7875580500566819,231.56733477341683,197.79056413102927
probe_r3__P23L__s42,S-PROBE,R3,probe_r3__P23L__s42,1.5891238426386123,0.40836278929521164,0.4093245332463637,0.6072721323625742,0.8713774795267167,0.9968866297471359,1.0325480109493963,1.0303236216900116,0.8818129812452753,0.9700033456760021,197.10922315604307,201.24147299800322
probe_r3__P23L__s43,S-PROBE,R3,probe_r3__P23L__s43,1.566557446950866,0.3422035688295169,0.35224420055669947,0.6192440053883908,0.8592614226193156,0.913326715776531,1.0292463894441137,0.9656946862228737,0.9127985188154071,0.9779566756291935,196.9489374227869,227.99349398498913
probe_r3__P23L__s44,S-PROBE,R3,probe_r3__P23L__s44,1.5324268163957595,0.36234890974545875,0.36967195977643275,0.6431765281441799,0.8799449466448352,0.923044064025335,1.000975914573974,1.0154107010796283,0.8494292991227894,0.9616208450118969,197.00127202943455,208.1588782525047
probe_r3__P28L__s42,S-PROBE,R3,probe_r3__P28L__s42,1.5851237623020646,0.25356586584836033,0.283282131494674,0.6098768579083136,0.7946397966626974,0.7919193545869244,0.9311964415111431,0.9527480445715065,0.8183452596268808,0.953505442990988,264.4677896434189,236.82957216998062
probe_r3__P28L__s43,S-PROBE,R3,probe_r3__P28L__s43,1.5653090969898436,0.2612714162682468,0.2908286417923049,0.6174327072828695,0.792427356978298,0.8960155623497164,0.9044286847518126,0.8868350622518959,0.6301989088485698,0.9028285852941769,264.93981716405506,215.92936110883505
probe_r3__P28L__s44,S-PROBE,R3,probe_r3__P28L__s44,1.57391209935288,0.2642005508426245,0.29361244851160284,0.6087309658175926,0.7763316069298966,0.8673862685882663,0.9093931614631409,0.8496797406452863,0.4997838742970089,0.8659630114205251,265.0669213339993,199.54113395213912
