clip_id,group,cls,path,a_idx,b_idx,gini,offline,DR,gap_rel
dualforce_dcg_w6|05_effect_v3__dai|e67b95cbba,GEN:dualforce_dcg_w6:v3:effect:start,animalization_3,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-fit__dualforce_dcg_w6_effect_v3__animalization_3__ref_animalization_1__s43.mp4,8,120,0.2669341768280369,0.6818495116072153,0.7832550293604174,0.7287499608430372
dualforce_dcg_w6|05_effect_v3__dai|8e9434f970,GEN:dualforce_dcg_w6:v3:effect:start,color_rain_3,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-fit__dualforce_dcg_w6_effect_v3__color_rain_3__ref_color_rain_1__s43.mp4,8,120,0.468854675633769,0.7341119411643924,0.7314358625350216,0.4168734758819977
dualforce_dcg_w6|05_effect_v3__dai|44c1bf6e57,GEN:dualforce_dcg_w6:v3:effect:start,wireframe_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-fit__dualforce_dcg_w6_effect_v3__wireframe_2__ref_wireframe_1__s43.mp4,8,120,0.8214594785225291,0.037033981826,0.0298673169874172,1.3526731930003832
dualforce_dcg_w6|05_effect_v3__dai|708b42d3e9,GEN:dualforce_dcg_w6:v3:effect:start,animalization_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__animalization_0__ref_animalization_1__s43.mp4,8,120,0.4311738077516678,0.7732348043132355,0.785177257149525,0.6592429166790077
dualforce_dcg_w6|05_effect_v3__dai|492f7a2472,GEN:dualforce_dcg_w6:v3:effect:start,gas_transformation_6,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__gas_transformation_6__ref_gas_transformation_0__s43.mp4,8,120,0.4126526858024557,0.6295351531683997,0.654030277858778,0.4159869888183126
dualforce_dcg_w6|05_effect_v3__dai|77a7da3769,GEN:dualforce_dcg_w6:v3:effect:both,hero_flight_5,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__hero_flight_5__ref_hero_flight_0__s43.mp4,8,113,0.6049594192364542,0.7501880999201519,0.7771439414764688,0.6747186943459166
dualforce_dcg_w6|05_effect_v3__dai|382b13473a,GEN:dualforce_dcg_w6:v3:effect:both,hero_flight_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-fit__dualforce_dcg_w6_effect_v3__hero_flight_1__ref_hero_flight_0__s43.mp4,8,113,0.6136564585235296,0.7777420005074186,0.7978257885481332,0.7492258090089485
dualforce_dcg_w6|05_effect_v3__dai|19889d9910,GEN:dualforce_dcg_w6:v3:effect:start,illustration_scene_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-fit__dualforce_dcg_w6_effect_v3__illustration_scene_1__ref_illustration_scene_0__s43.mp4,8,120,0.6052600018275447,0.5309675317253013,0.5771709157541475,0.922440207035572
dualforce_dcg_w6|05_effect_v3__dai|341691bc8d,GEN:dualforce_dcg_w6:v3:effect:start,illustration_scene_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__illustration_scene_4__ref_illustration_scene_0__s43.mp4,8,120,0.4650486508383877,0.6707107864915487,0.7092109129604283,0.8132913340072182
dualforce_dcg_w6|05_effect_v3__dai|0dc67d4e09,GEN:dualforce_dcg_w6:v3:effect:start,money_rain_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__money_rain_1__ref_money_rain_0__s43.mp4,8,120,0.4623641420627635,0.624999814400278,0.7136185114347129,0.5668774544294498
dualforce_dcg_w6|05_effect_v3__dai|34e31b95bd,GEN:dualforce_dcg_w6:v3:effect:start,polygon_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__polygon_4__ref_polygon_0__s43.mp4,8,120,0.6606939697122434,0.4955653544835731,0.5184059613557832,0.5678104025953822
dualforce_dcg_w6|05_effect_v3__dai|9073eb060e,GEN:dualforce_dcg_w6:v3:effect:start,portal_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__portal_1__ref_portal_0__s43.mp4,8,120,0.4590062069576504,1.0793966757799835,1.2509129458686965,0.658080124243505
dualforce_dcg_w6|05_effect_v3__dai|d27d4c3e62,GEN:dualforce_dcg_w6:v3:effect:start,super_fast_run_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__super_fast_run_0__ref_super_fast_run_1__s43.mp4,8,120,0.457338834633596,0.6240699914197703,0.6943015758211031,0.6657750241873739
dualforce_dcg_w6|05_effect_v3__dai|c789ca67ce,GEN:dualforce_dcg_w6:v3:effect:start,wireframe_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__wireframe_0__ref_wireframe_1__s43.mp4,8,120,0.9201638055179416,0.029197103829974,0.021053012476057,1.478045604440273
dualforce_dcg_w6|05_effect_v3__dai|8c9dd0b1ba,GEN:dualforce_dcg_w6:v3:effect:start,color_rain_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__color_rain_0__ref_animalization_0__s43.mp4,8,120,0.4648603191230793,0.6806470403443777,0.7266059838769456,0.5891415476456439
dualforce_dcg_w6|05_effect_v3__dai|8462f6db62,GEN:dualforce_dcg_w6:v3:effect:start,color_rain_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__color_rain_2__ref_animalization_0__s43.mp4,8,120,0.5089839931945193,0.742534887217521,0.7447479398710676,0.4890726676961554
dualforce_dcg_w6|05_effect_v3__dai|0cf95f3ad4,GEN:dualforce_dcg_w6:v3:effect:both,air_bending_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__air_bending_1__ref_flame_transition_2__s42.mp4,8,113,0.61293639944431,1.0550885614945136,1.0075010379233025,1.0859863150412223
dualforce_dcg_w6|05_effect_v3__dai|40b097a467,GEN:dualforce_dcg_w6:v3:effect:both,air_bending_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__air_bending_1__ref_flame_transition_2__s43.mp4,8,113,0.7012152439301658,1.1063829890938046,1.0397079739490174,1.0858900771879416
dualforce_dcg_w6|05_effect_v3__dai|d7fc7e73d8,GEN:dualforce_dcg_w6:v3:effect:start,animalization_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__animalization_2__ref_sakura_petals_1__s42.mp4,8,120,0.5113334598725947,0.7529886872744066,0.8564506540988243,0.2574180974274545
dualforce_dcg_w6|05_effect_v3__dai|99fbf047d2,GEN:dualforce_dcg_w6:v3:effect:start,animalization_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__animalization_2__ref_sakura_petals_1__s43.mp4,8,120,0.4247430010550035,0.97990867124746,1.1098855937955328,0.2517727102428543
dualforce_dcg_w6|05_effect_v3__dai|c05a524ce1,GEN:dualforce_dcg_w6:v3:effect:both,display_transition_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__display_transition_1__ref_hero_flight_5__s43.mp4,8,113,0.7258641524649039,2.0522477025753485,2.6559066676561978,0.8238773400554444
dualforce_dcg_w6|05_effect_v3__dai|61a4d650d3,GEN:dualforce_dcg_w6:v3:effect:start,earth_element_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__earth_element_4__ref_color_rain_0__s43.mp4,8,120,0.4718892731175044,0.3889939437818812,0.4275773661290186,0.723342812922807
dualforce_dcg_w6|05_effect_v3__dai|0a43d1053b,GEN:dualforce_dcg_w6:v3:effect:start,color_rain_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__color_rain_2__ref_fire_element_2__s42.mp4,8,120,0.4616056600651419,0.6593353813671778,0.7421593677065994,0.5207664219546493
dualforce_dcg_w6|05_effect_v3__dai|c08ff81af4,GEN:dualforce_dcg_w6:v3:effect:start,color_rain_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__color_rain_2__ref_fire_element_2__s43.mp4,8,120,0.4584451095753274,0.6931411324023254,0.7479598069632208,0.5832923940276928
dualforce_dcg_w6|05_effect_v3__dai|033285b098,GEN:dualforce_dcg_w6:v3:effect:start,color_rain_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__color_rain_2__ref_super_fast_run_0__s43.mp4,8,120,0.4633736525226051,0.5479538588025458,0.5681440353861541,0.9954693630044514
dualforce_dcg_w6|05_effect_v3__dai|1dad1b2d9f,GEN:dualforce_dcg_w6:v3:effect:start,shadow_10,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__shadow_10__ref_shadow_0__s43.mp4,8,120,0.5216422904482034,0.2808594847458187,0.2458920900085913,1.2595759519067458
dualforce_dcg_w6|05_effect_v3__dai|51a7bb030d,GEN:dualforce_dcg_w6:v3:effect:both,shadow_smoke_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-memo-probe__dualforce_dcg_w6_effect_v3__shadow_smoke_0__ref_shadow_smoke_1__s43.mp4,8,113,0.505495297851507,1.0413124057227063,1.1999390096934013,0.5546800592209332
dualforce_dcg_w6|05_effect_v3__dai|d8c30dc6b0,GEN:dualforce_dcg_w6:v3:effect:start,cotton_cloud_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__cotton_cloud_0__ref_animalization_2__s42.mp4,8,120,0.568330711994171,0.712835453276521,0.7259122696783008,0.8899913618767231
dualforce_dcg_w6|05_effect_v3__dai|2e69dbd10b,GEN:dualforce_dcg_w6:v3:effect:start,cotton_cloud_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__cotton_cloud_0__ref_animalization_2__s43.mp4,8,120,0.504051747420825,0.6982942498675866,0.7196077754124787,0.8128005270135568
dualforce_dcg_w6|05_effect_v3__dai|6fedb778cc,GEN:dualforce_dcg_w6:v3:effect:start,cotton_cloud_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__cotton_cloud_0__ref_super_fast_run_0__s43.mp4,8,120,0.4897999629039877,0.4855586990614716,0.5289285426779899,0.9900427427796148
dualforce_dcg_w6|05_effect_v3__dai|21726147e8,GEN:dualforce_dcg_w6:v3:effect:start,cotton_cloud_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__cotton_cloud_0__ref_wonderland_1__s42.mp4,8,120,0.5461359441891473,0.6857186729363459,0.7529891440639247,0.8619956065868866
dualforce_dcg_w6|05_effect_v3__dai|8e266259a7,GEN:dualforce_dcg_w6:v3:effect:start,cotton_cloud_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__cotton_cloud_0__ref_wonderland_1__s43.mp4,8,120,0.5787339142811605,0.6109790274385083,0.597301311760855,0.8718005096778076
dualforce_dcg_w6|05_effect_v3__dai|6a02e08555,GEN:dualforce_dcg_w6:v3:effect:both,display_transition_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__display_transition_1__ref_air_bending_1__s42.mp4,8,113,0.5148553909747029,2.103694327686462,2.31331588280356,0.8555080123778891
dualforce_dcg_w6|05_effect_v3__dai|f6fc5135d1,GEN:dualforce_dcg_w6:v3:effect:both,display_transition_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__display_transition_1__ref_air_bending_1__s43.mp4,8,113,0.5003210935568356,2.08371626170604,2.0289701829857165,0.8053785645755451
dualforce_dcg_w6|05_effect_v3__dai|e347d66f37,GEN:dualforce_dcg_w6:v3:effect:start,acid_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__acid_0__ref_nature_bloom_1__s42.mp4,8,120,0.3611383712148592,0.4276770200562187,0.4887168680496997,0.7719520701973005
dualforce_dcg_w6|05_effect_v3__dai|70411b4a79,GEN:dualforce_dcg_w6:v3:effect:start,acid_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__acid_0__ref_nature_bloom_1__s43.mp4,8,120,0.4128591054389661,0.5813694109289936,0.6713315443075656,0.675098129576885
dualforce_dcg_w6|05_effect_v3__dai|7d475aeb41,GEN:dualforce_dcg_w6:v3:effect:both,air_bending_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__air_bending_1__ref_earth_wave_3__s42.mp4,8,113,0.4538147935731176,0.8969768131421364,0.7927994012309929,1.0847671156084393
dualforce_dcg_w6|05_effect_v3__dai|d0930ca64b,GEN:dualforce_dcg_w6:v3:effect:both,air_bending_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__air_bending_1__ref_earth_wave_3__s43.mp4,8,113,0.3845141589502381,0.9622587246272644,0.8660754288268716,1.081613182346144
dualforce_dcg_w6|05_effect_v3__dai|2f092645d2,GEN:dualforce_dcg_w6:v3:effect:start,earth_element_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__earth_element_4__ref_super_fast_run_3__s42.mp4,8,120,0.48163313599342,0.5772245760818976,0.5845062529182817,0.8059419840569729
dualforce_dcg_w6|05_effect_v3__dai|4bbd7ff8a1,GEN:dualforce_dcg_w6:v3:effect:start,earth_element_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__earth_element_4__ref_super_fast_run_3__s43.mp4,8,120,0.5740714802875588,0.4855457804320639,0.5476918202547595,0.760968201877838
dualforce_dcg_w6|05_effect_v3__dai|e1da09f037,GEN:dualforce_dcg_w6:v3:effect:start,earth_element_6,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__earth_element_6__ref_color_rain_0__s43.mp4,8,120,0.5429668807138084,0.6329395323493194,0.6808477913568547,0.7752448715120748
dualforce_dcg_w6|05_effect_v3__dai|1471e9e267,GEN:dualforce_dcg_w6:v3:effect:start,earth_element_6,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__earth_element_6__ref_wireframe_0__s43.mp4,8,120,0.6822757489807427,0.4916442385489625,0.5506304132958942,1.297298698988772
dualforce_dcg_w6|05_effect_v3__dai|74cd06da05,GEN:dualforce_dcg_w6:v3:effect:both,earth_wave_3,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__earth_wave_3__ref_hero_flight_5__s43.mp4,8,113,0.567234363419516,0.9511409939939556,1.0664943881772455,0.767174286691302
dualforce_dcg_w6|05_effect_v3__dai|46b5421d48,GEN:dualforce_dcg_w6:v3:effect:start,fire_element_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__fire_element_2__ref_wireframe_0__s43.mp4,8,120,0.6955144486747229,0.351209890575156,0.4064647136121976,1.4952324760473032
dualforce_dcg_w6|05_effect_v3__dai|0d25bfc67b,GEN:dualforce_dcg_w6:v3:effect:both,firelava_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__firelava_4__ref_hero_flight_6__s42.mp4,8,113,0.7626092426708586,0.6336458931019998,0.8462376377376973,0.9702400946666594
dualforce_dcg_w6|05_effect_v3__dai|bb3b361d9b,GEN:dualforce_dcg_w6:v3:effect:both,firelava_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__firelava_4__ref_hero_flight_6__s43.mp4,8,113,0.8672960046626279,0.5022047232521109,0.6114473992145133,0.9669241516857734
dualforce_dcg_w6|05_effect_v3__dai|27640994d2,GEN:dualforce_dcg_w6:v3:effect:start,gas_transformation_6,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__gas_transformation_6__ref_wireframe_7__s42.mp4,8,120,0.7228007721691969,0.1631064227677399,0.1106978437517735,1.3951027483194416
dualforce_dcg_w6|05_effect_v3__dai|94b4814b47,GEN:dualforce_dcg_w6:v3:effect:start,gas_transformation_6,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__gas_transformation_6__ref_wireframe_7__s43.mp4,8,120,0.7705195245269643,0.2144549532304381,0.1932777197457405,1.1768783736065327
dualforce_dcg_w6|05_effect_v3__dai|1f7289e775,GEN:dualforce_dcg_w6:v3:effect:start,gas_transformation_7,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__gas_transformation_7__ref_earth_element_4__s43.mp4,8,120,0.4458765439994674,0.5793383459455362,0.6488695512151175,0.9664263711650316
dualforce_dcg_w6|05_effect_v3__dai|ef399166c8,GEN:dualforce_dcg_w6:v3:effect:both,earth_wave_5,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__earth_wave_5__ref_flame_transition_3__s42.mp4,8,113,0.5842236214448806,0.712076583677682,0.7933157030228466,0.9124593661139933
dualforce_dcg_w6|05_effect_v3__dai|19703fbb84,GEN:dualforce_dcg_w6:v3:effect:both,earth_wave_5,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__earth_wave_5__ref_flame_transition_3__s43.mp4,8,113,0.6105961180655897,0.7639927121101567,0.7524845957974817,0.9122942037115964
dualforce_dcg_w6|05_effect_v3__dai|e3c6f5b86d,GEN:dualforce_dcg_w6:v3:effect:start,fire_element_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__fire_element_2__ref_color_rain_2__s42.mp4,8,120,0.3331683863292387,0.3524495463315004,0.3731579686188345,0.6374243458090552
dualforce_dcg_w6|05_effect_v3__dai|1d6b8e0aea,GEN:dualforce_dcg_w6:v3:effect:start,fire_element_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__fire_element_2__ref_color_rain_2__s43.mp4,8,120,0.3522010086681675,0.3154862093934077,0.3240319700657422,0.6517909516857993
dualforce_dcg_w6|05_effect_v3__dai|038d7a5ce2,GEN:dualforce_dcg_w6:v3:effect:both,firelava_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__firelava_4__ref_water_bending_3__s42.mp4,8,113,0.6001376350867518,0.6302363216592463,0.7453697030946622,0.9553297797475084
dualforce_dcg_w6|05_effect_v3__dai|79022328c5,GEN:dualforce_dcg_w6:v3:effect:both,firelava_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__firelava_4__ref_water_bending_3__s43.mp4,8,113,0.6187389839993627,0.6583780959680248,0.7918055912251929,0.9451772453265042
dualforce_dcg_w6|05_effect_v3__dai|3bd175dd51,GEN:dualforce_dcg_w6:v3:effect:start,gas_transformation_6,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__gas_transformation_6__ref_earth_element_4__s43.mp4,8,120,0.4321213384827351,0.7540644070331299,0.8050542771085162,0.592649853523155
dualforce_dcg_w6|05_effect_v3__dai|f60bc9b7ec,GEN:dualforce_dcg_w6:v3:effect:start,gas_transformation_7,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__gas_transformation_7__ref_mystification_0__s42.mp4,8,120,0.4464070945069056,0.62179062727575,0.6502546184340585,0.8162306380525681
dualforce_dcg_w6|05_effect_v3__dai|fe6133493c,GEN:dualforce_dcg_w6:v3:effect:start,gas_transformation_7,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__gas_transformation_7__ref_mystification_0__s43.mp4,8,120,0.4675493311167149,0.6704271395642621,0.6848834158440922,0.8061582297875951
dualforce_dcg_w6|05_effect_v3__dai|99e718ce1a,GEN:dualforce_dcg_w6:v3:effect:both,hero_flight_6,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__hero_flight_6__ref_giant_grab_3__s42.mp4,8,113,0.5738892856957569,0.6683751001488052,0.6766778901789087,0.7133623068286955
dualforce_dcg_w6|05_effect_v3__dai|773c4795ee,GEN:dualforce_dcg_w6:v3:effect:both,hero_flight_6,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__hero_flight_6__ref_giant_grab_3__s43.mp4,8,113,0.374849153839071,0.7835327052814087,0.8182247543992573,0.7135366980351618
dualforce_dcg_w6|05_effect_v3__dai|a71ea897d2,GEN:dualforce_dcg_w6:v3:effect:start,live_concert_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__live_concert_0__ref_gas_transformation_6__s43.mp4,8,120,0.7221929820137429,0.4469155515136277,0.5440284130766736,0.6398572582717268
dualforce_dcg_w6|05_effect_v3__dai|4310879e46,GEN:dualforce_dcg_w6:v3:effect:start,live_concert_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__live_concert_0__ref_plasma_explosion_2__s42.mp4,8,120,0.4614213755904404,0.8060750073154547,0.8538717386418306,0.7762405834758896
dualforce_dcg_w6|05_effect_v3__dai|039c382a64,GEN:dualforce_dcg_w6:v3:effect:start,live_concert_0,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__live_concert_0__ref_plasma_explosion_2__s43.mp4,8,120,0.4643773460485216,1.225307864724542,1.279258463258856,0.6832057875937814
dualforce_dcg_w6|05_effect_v3__dai|4e95342f55,GEN:dualforce_dcg_w6:v3:effect:start,live_concert_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__live_concert_4__ref_gas_transformation_7__s42.mp4,8,120,0.5329002272002223,0.706359823252784,0.7716002083873785,0.9491627115028148
dualforce_dcg_w6|05_effect_v3__dai|c269865d73,GEN:dualforce_dcg_w6:v3:effect:start,live_concert_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__live_concert_4__ref_gas_transformation_7__s43.mp4,8,120,0.5502897357740113,0.7455190443538455,0.7163331056223994,0.9514587640905364
dualforce_dcg_w6|05_effect_v3__dai|51efdb9bc0,GEN:dualforce_dcg_w6:v3:effect:both,melt_transition_2,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__melt_transition_2__ref_shadow_smoke_0__s43.mp4,8,113,0.4580890349290809,0.8556532390003532,0.8713803254863318,0.7672012748393903
dualforce_dcg_w6|05_effect_v3__dai|04ac1763a9,GEN:dualforce_dcg_w6:v3:effect:start,illustration_scene_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__illustration_scene_4__ref_earth_element_6__s42.mp4,8,120,0.4355769089828341,0.7761648105745523,0.802569490917048,0.589235964600814
dualforce_dcg_w6|05_effect_v3__dai|affa371261,GEN:dualforce_dcg_w6:v3:effect:start,illustration_scene_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__illustration_scene_4__ref_earth_element_6__s43.mp4,8,120,0.4838391313339019,0.8159680259198261,0.8666121571631629,0.6028938214755488
dualforce_dcg_w6|05_effect_v3__dai|06d6657247,GEN:dualforce_dcg_w6:v3:effect:start,illustration_scene_7,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__illustration_scene_7__ref_gas_transformation_6__s43.mp4,8,120,0.6402792696242678,0.5192978839317436,0.5667589368720579,0.6732033914310251
dualforce_dcg_w6|05_effect_v3__dai|c6f9136286,GEN:dualforce_dcg_w6:v3:effect:both,water_bending_3,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__water_bending_3__ref_shadow_smoke_7__s42.mp4,8,113,0.4579612454646131,0.979826870718036,1.1129534880905008,0.7140700919023987
dualforce_dcg_w6|05_effect_v3__dai|8895cfd3e5,GEN:dualforce_dcg_w6:v3:effect:both,water_bending_3,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__water_bending_3__ref_shadow_smoke_7__s43.mp4,8,113,0.5282091917861191,0.7797995855015707,0.8553006710840894,0.7040077434142883
dualforce_dcg_w6|05_effect_v3__dai|eca38976ec,GEN:dualforce_dcg_w6:v3:effect:start,water_element_4,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__water_element_4__ref_shadow_10__s43.mp4,8,120,0.4086583685990219,0.3150981477553649,0.3403943495788183,0.6260518362296374
dualforce_dcg_w6|05_effect_v3__dai|b70e35f19e,GEN:dualforce_dcg_w6:v3:effect:start,money_rain_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__money_rain_1__ref_water_element_4__s42.mp4,8,120,0.4524357490078938,0.8673140198542293,0.939910497189678,0.6875607885273772
dualforce_dcg_w6|05_effect_v3__dai|7d3ba807e5,GEN:dualforce_dcg_w6:v3:effect:start,money_rain_1,store/gens/032_dualforce_dcg_w6/05_effect_v3__dai/videos/G-unseen-cross__dualforce_dcg_w6_effect_v3__money_rain_1__ref_water_element_4__s43.mp4,8,120,0.515579439659493,0.6622226756484422,0.6838860927652402,0.7440549662890233
